,Tijd,Type,Klasse,Waarde,ID,Omschrijving,Status,Prioriteit,Comment,Tijd_Came,Tijd_Went,Tijd_ack,UUID,DPE,seconden
835833,2016-06-08 11:11:12.949,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465384272
835840,2016-06-08 11:11:10.946,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465384270
835861,2016-06-08 11:11:10.789,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465384270
836122,2016-06-08 10:43:16.053,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465382596
836267,2016-06-08 10:41:58.460,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1465382518
836288,2016-06-08 10:41:56.449,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465382516
836295,2016-06-08 10:41:56.345,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1465382516
836367,2016-06-08 10:41:34.047,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465382494
836472,2016-06-08 10:40:15.080,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465382415
836494,2016-06-08 10:40:13.052,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465382413
836501,2016-06-08 10:40:12.900,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,40,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465382412
837156,2016-06-09 21:50:36.732,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465509036
837277,2016-06-09 21:49:25.397,PROCES,,FALSE,,Algemeen Commando Brug Sluiten,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1465508965
837298,2016-06-09 21:49:23.239,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465508963
837305,2016-06-09 21:49:23.152,PROCES,,TRUE,,Algemeen Commando Brug Sluiten,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugSl.Cmd,1465508963
837369,2016-06-09 21:45:55.637,PROCES,,FALSE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465508755
837487,2016-06-09 21:44:33.835,PROCES,,FALSE,,Algemeen Commando Brug Openen,,,,,,,0,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465508673
837492,2016-06-09 21:44:33.835,PROCES,,TRUE,,Brug Beweging Actief,,,,,,,0,DB_A11-Brug-S.Status.BewR,1465508673
837512,2016-06-09 21:44:33.610,PROCES,,TRUE,,Algemeen Commando Brug Openen,,,,,,,69,DB_D00-Algemeen-S.CMD.BrugOp.Cmd,1465508673
